pct,quantity_per_item,items
10Q,8,443
10Q,20,235
10Q,2,218
10Q,3,771
10Q,16,325
10Q,40,131
10Q,80,17
10Q,48,37
10Q,24,107
10Q,43,4
10Q,105,19
10Q,32,77
10Q,19,18
10Q,22,23
10Q,65,3
10Q,36,95
10Q,17,13
10Q,33,2
14Y,7,70537
14Y,28,745715
14Y,56,424493
14Y,112,5651
14Y,14,7254
14Y,42,480
14Y,60,762
14Y,200,104
14Y,8,256
14Y,11,113
14Y,140,35
14Y,16,208
14Y,38,7
14Y,12,186
14Y,280,1
14Y,4,497
14Y,120,56
14Y,34,9
14Y,96,11
14Y,22,5
14Y,150,2
14Y,75,11
14Y,70,46
14Y,51,7
14Y,15,25
15A,19,4
15A,28,721422
15A,12,190
15A,36,59
15A,30,1240
15A,60,1078
15A,50,38
15A,26,14
15A,10,117
15A,90,223
15A,21,386
15A,40,141
15A,98,18
15A,9,55
15A,4,507
15A,70,26
15A,39,15
15A,120,31
15A,68,17
15A,224,66
15A,88,10
15A,180,43
15A,96,16
15D,28,293372
15D,56,366595
15D,112,5841
15D,52,4
15D,72,96
15D,120,125
15D,98,27
15D,500,9
15D,33,3
15D,250,5
15D,16,390
15D,30,365
15D,23,7
15D,252,32
15D,1,42
15D,64,10
15D,12,185
15D,9,80
15D,88,7
15D,2,196
15D,6,32
15D,25,20
15D,26,24
10J,28,277166
10J,84,12814
10J,112,2729
10J,90,93
10J,30,118
10J,50,67
10J,100,1084
10J,35,41
10J,3,102
10J,36,14
10J,252,62
10J,4,204
10J,23,3
10J,22,5
10J,16,31
10J,160,1
10J,88,5
10K,28,106636
10K,56,281877
10K,84,10915
10K,42,180
10K,24,12
10K,8,13
10K,39,4
10K,124,5
10K,200,83
10K,120,32
10K,1,15
10K,36,12
10K,45,5
10L,112,2992
10L,20,55
10L,168,623
10L,30,464
10L,308,2
10L,3,61
10L,2,49
10L,32,16
10L,72,25
10L,85,1
10L,57,5
10L,336,19
10L,68,6
10R,84,49889
10R,112,7274
10R,1,2449
10R,180,29
10R,210,2
10R,2,406
10R,9,4
10R,11,143
10R,12,5
10R,57,8
10R,58,18
10R,360,5
10R,88,8
10R,120,67
10R,164,12
10R,37,2
10R,86,7
10R,276,4
10V,7,34456
10V,56,222345
10V,112,8208
10V,252,97
10V,168,1832
10V,30,196
10V,17,9
10V,12,32
10V,60,422
10V,81,1
10V,100,925
10V,98,2
10V,150,23
10V,21,357
10V,35,39
10V,32,17
10V,336,15
10V,3,23
10X,84,25028
10X,12,39
10X,60,428
10X,126,15
10X,336,23
10X,1,390
10X,38,26
10X,18,13
10X,35,14
10X,24,10
10X,52,17
10X,13,14
10X,22,14
10X,77,10
10X,32,29
10X,48,8
10X,840,2
11A,112,8779
11A,42,675
11A,72,27
11A,58,13
11A,12,120
11A,1,1607
11A,36,43
11A,40,50
11A,3,210
11A,156,13
11A,124,6
11A,360,2
11A,336,17
11A,2520,1
11A,5,70
11A,420,4
11A,144,5
11A,98,12
11A,38,7
11J,7,103802
11J,56,615191
11J,112,12138
11J,168,2616
11J,84,57477
11J,60,1416
11J,42,1002
11J,3,445
11J,8,365
11J,840,10
11J,120,74
11J,39,6
11J,9,29
11J,1,1221
11J,16,183
11J,224,105
11J,300,30
11J,200,116
11J,150,32
11J,21,641
11J,33,18
11J,280,17
11J,23,10
11J,38,37
11J,196,12
11J,63,27
11J,98,6
11J,448,4
11J,13,23
11J,96,13
99M,28,184156
99M,2,24
99M,112,3315
99M,84,19764
99M,21,241
99M,3,215
99M,126,14
99M,140,40
99M,40,33
99M,72,24
99M,90,219
99M,39,6
99M,5,28
99M,164,9
99M,8,14
01C,45,14
01C,33,10
01C,17,11
01C,180,11
01C,23,17
01C,120,6
01R,34,4
02D,33,3
02D,9,9
02E,46,5
02E,41,2
02E,13,11
02E,504,1
02E,27,9
02E,98,1
02E,39,2
02E,156,1
02E,67,1
02E,15,13
02E,48,13
02E,132,8
02E,54,6
02F,52,15
02F,63,11
02F,336,3
02F,59,5
02F,46,6
12F,26,5
12F,38,6
12F,250,3
12F,336,12
12F,5,42
00C,48,7
00C,150,7
00C,44,1
00J,300,15
00J,39,1
00J,38,4
00J,400,6
00J,80,7
00K,54,10
00K,75,1
00K,80,8
00K,352,1
00K,270,1
00M,420,3
00M,47,3
00M,46,6
00T,43,4
00T,50,8
00T,75,3
00T,18,14
00T,126,13
00V,176,6
00Y,38,3
00Y,150,8
00Y,140,14
00Y,64,4
01D,39,5
01D,9,9
01D,336,10
01D,77,2
01D,54,2
01D,200,28
01D,63,13
01G,126,17
01G,152,5
01W,6,34
01W,15,16
01W,23,26
01W,96,8
01Y,126,26
01Y,96,13
01Y,87,4
01Y,94,6
02A,17,21
02A,78,4
02H,48,12
02H,68,9
14L,38,19
14L,180,26
14L,43,1
14L,49,17
14L,63,6
14L,184,6
00Q,17,16
00Q,48,8
00Q,38,7
00Q,68,3
00R,252,10
00R,22,9
00X,85,4
00X,224,11
00X,29,6
00X,49,6
00X,77,5
00X,43,2
01A,120,26
01E,34,2
01E,126,8
01E,37,5
01E,59,4
01K,15,36
01K,75,2
01K,150,8
02G,25,15
02G,46,5
02G,91,4
02M,80,8
01F,18,7
01F,37,3
01J,33,5
01J,40,8
01J,162,4
01T,5,12
01V,15,20
01V,34,3
01X,66,2
01X,224,15
01X,34,6
00L,126,31
00L,240,6
00L,51,3
00N,19,5
00N,98,8
00N,25,5
00P,108,2
01H,41,3
13T,31,10
13T,52,14
13T,108,9
13T,37,8
13T,27,16
99C,102,4
99C,63,12
99C,33,7
99C,81,3
99C,49,18
99C,57,3
99C,53,4
02Y,41,2
02Y,126,5
02Y,46,7
03D,29,5
03E,6,26
03E,26,6
03E,27,2
03E,184,6
03F,54,2
03F,33,1
03H,12,12
03H,336,8
03H,50,28
03K,6,11
03K,11,7
03M,25,11
03M,27,2
03Q,13,14
03Q,80,10
03Q,360,3
02P,22,7
02P,55,8
02P,70,8
02P,140,19
02X,34,1
02X,126,5
03L,34,1
03L,150,7
03L,57,1
03N,33,13
03N,34,2
03N,152,7
02N,336,2
02N,25,4
02N,164,7
02R,144,7
02R,175,1
02T,15,14
02T,6,14
02T,38,2
02T,61,1
02T,390,3
02T,5,6
02T,86,15
02T,114,7
02W,5,15
02W,16,23
02W,63,5
03A,35,27
03A,22,4
03A,11,5
03A,118,6
03J,420,1
03J,132,2
03J,336,3
03R,25,12
03R,66,5
03R,15,37
03R,31,6
03R,138,4
15F,37,11
15F,83,6
15F,77,6
15F,400,4
05A,224,7
05A,77,1
05A,29,6
05F,39,1
05H,55,1
05H,240,5
05H,80,6
05J,32,23
05J,50,8
05J,36,13
05J,65,7
05J,46,11
05J,164,1
05J,364,1
05R,98,9
05R,210,6
05R,208,2
05R,47,1
05T,18,5
05T,59,2
05T,53,1
05T,150,5
06D,280,5
06D,184,5
06D,32,20
06D,156,3
05C,63,12
05C,273,4
05C,77,4
05C,23,23
05C,400,1
05L,53,9
05L,9,7
05L,280,18
05L,186,4
05Y,108,5
05Y,98,4
06A,336,3
06A,88,3
15E,77,7
15E,124,1
15E,250,6
15E,256,2
15E,236,4
04E,18,23
04H,50,4
04H,126,6
04H,47,1
04K,86,3
04K,23,8
04K,32,23
04K,46,2
04K,48,27
04L,41,1
04L,34,2
04L,280,4
04L,114,2
04L,26,3
04L,336,3
04M,17,8
04M,2,19
04M,96,13
04M,9,6
04M,98,4
04M,26,1
04M,280,6
04N,38,4
04N,58,7
04N,9,5
04N,252,11
15M,336,21
15M,89,2
15M,67,3
15M,77,11
06L,68,2
06L,90,27
06L,25,13
06L,49,10
06M,62,1
06V,22,8
06V,29,6
06V,35,9
06W,23,10
06W,13,10
06Y,15,5
06Y,72,8
06Y,58,8
07K,72,3
06Q,210,5
06Q,144,6
06Q,50,8
06T,17,25
06T,11,36
06T,200,10
07G,35,8
07G,180,5
07G,18,3
07G,22,4
99E,1,23
99E,294,4
99E,50,21
99G,47,3
04F,17,5
04F,126,8
04F,62,6
04F,9,8
04G,26,21
04G,200,6
04G,83,8
04G,39,2
06F,22,13
06F,9,18
06K,126,18
06K,50,11
06N,85,1
06N,18,45
06N,186,4
06N,13,7
06N,38,16
06P,6,16
06P,62,2
03T,17,9
03T,72,7
03T,126,5
03W,19,10
03W,57,14
03W,46,13
03W,252,6
03W,196,10
04C,34,6
04C,36,20
04C,180,12
04D,26,9
04Q,210,3
04V,72,6
04V,196,15
04V,19,13
04V,46,7
04V,43,3
04V,29,9
99D,50,14
04Y,5,9
04Y,25,10
05D,105,2
05D,270,6
05D,11,9
05G,9,11
05G,63,1
05N,75,3
05N,133,2
05N,103,1
05N,172,1
05N,65,2
05N,128,11
05Q,208,6
05Q,9,5
05V,64,5
05V,25,5
05V,88,10
05V,9,1
05W,3,46
05W,126,6
05W,19,4
05X,13,3
05X,31,6
05X,252,11
05X,180,9
05X,175,1
07L,9,3
07L,25,4
07L,40,11
07L,39,1
07M,164,5
07R,162,6
07R,79,1
07R,78,2
07T,37,1
07X,300,10
07X,65,3
08D,144,2
08D,224,33
08D,74,3
08D,360,4
08F,13,1
08F,17,10
08F,250,4
08F,96,5
08F,50,11
08F,164,6
08F,224,23
08H,86,3
08H,68,7
08H,38,8
08H,37,1
08H,256,6
08M,54,6
08M,82,1
08M,150,3
08M,6,6
08N,160,1
08N,400,1
08N,150,13
08N,11,60
08V,96,10
07W,83,5
07W,27,3
07W,196,11
07W,152,6
07W,77,3
08C,94,1
08C,9,6
08C,45,9
08C,336,6
08C,51,3
08C,184,3
08E,116,3
08E,13,6
08E,92,11
08G,336,4
08Y,448,3
08Y,175,4
08Y,164,7
08Y,76,4
08Y,272,2
07N,96,25
07N,119,15
07N,126,10
07N,79,2
07N,77,3
07N,35,32
07Q,5,22
07Q,44,1
07V,39,1
08A,34,4
08A,58,19
08J,58,1
08J,35,7
08J,6,7
08J,71,1
08J,128,5
08K,35,6
08K,336,16
08K,164,4
08K,63,7
08L,89,4
08L,280,1
08L,240,4
08P,72,21
08P,53,1
08P,6,21
08P,25,4
08Q,66,5
08Q,9,2
08R,200,23
08R,1,18
08R,45,12
08T,336,2
08T,64,5
08T,72,4
08T,184,8
08X,150,11
08X,58,9
08X,64,11
08X,128,4
08X,70,11
08X,108,7
11E,57,10
11E,32,11
11M,25,14
11M,63,12
11M,128,2
11M,87,1
11M,37,2
11M,150,14
12D,140,19
99N,25,33
99N,45,22
99N,169,2
99N,41,15
99N,108,4
11X,23,17
11X,78,1
11X,270,9
11X,51,7
15C,240,4
15C,61,3
15C,74,2
11N,23,12
11N,39,2
11N,49,14
11N,196,8
15N,51,12
15N,57,23
15N,272,7
15N,104,7
15N,192,6
15N,128,16
09C,120,5
09C,90,44
09C,15,6
09C,10,31
09C,39,3
09E,17,16
09E,31,4
09E,67,1
09E,34,2
09E,44,3
09J,9,7
09J,18,9
09J,32,20
09W,52,15
09W,29,6
09W,98,2
09W,13,9
10A,126,6
10A,224,29
10D,200,22
10D,150,6
10D,54,1
10D,126,5
10E,27,9
10E,164,2
99J,23,11
99J,61,2
09D,50,29
09D,26,4
09D,75,3
09D,164,5
09D,280,7
09D,105,1
09G,57,9
09G,65,3
09G,44,8
09G,85,5
09G,154,4
09L,500,4
09L,52,4
09L,1,14
09N,48,15
09N,74,8
09N,25,10
09N,27,7
09N,64,4
09P,11,24
09P,62,2
09P,32,14
09X,21,38
09X,120,22
09X,63,4
09Y,75,7
09Y,101,3
09Y,336,15
09Y,500,5
09Y,26,4
09Y,150,12
09Y,62,6
10C,140,5
99H,26,3
99H,64,8
99K,23,7
99K,15,15
99K,10,21
99K,66,1
99K,19,11
99K,126,6
99K,102,1
99K,9,8
10Q,136,8
10Q,51,3
10Q,184,11
10Q,13,1
14Y,23,8
14Y,18,19
14Y,72,17
14Y,50,30
15A,336,14
15D,18,10
15D,63,14
15D,58,4
10J,18,3
10J,48,13
10J,184,8
10K,126,12
10K,96,14
10K,400,3
10K,31,5
10L,58,9
10R,51,7
10R,66,2
10R,16,7
10R,18,4
10R,33,11
10R,22,4
10R,29,7
10V,10,40
10V,22,12
10V,82,1
10X,400,4
10X,504,4
11A,51,4
11A,18,27
11A,184,1
11A,94,5
11A,23,8
11J,232,4
11J,250,9
11J,47,4
11J,43,4
11J,27,14
99M,6,12
99M,250,6
99M,62,1
99M,51,3
99M,33,1
01C,26,5
01R,26,7
01R,33,6
01R,93,3
01R,54,5
02D,11,7
02E,55,2
02E,45,5
02F,75,12
02F,280,2
02F,26,12
02F,164,3
02F,43,4
02F,47,2
02F,37,5
12F,72,6
12F,31,9
12F,150,9
00C,8,12
00C,26,2
00D,22,10
00D,66,1
00D,184,13
00D,130,3
00J,501,1
00J,29,9
00K,69,1
00K,78,2
00K,286,3
00K,192,3
00K,67,1
00M,19,29
00M,55,1
00M,31,5
00M,53,2
00V,59,2
00V,58,7
00Y,37,4
00Y,284,4
00Y,22,10
00Y,98,7
00Y,51,5
01D,48,14
01D,17,1
01W,93,2
01Y,77,1
01Y,79,1
01Y,200,13
02A,65,1
02H,65,1
02H,80,14
02H,9,10
02H,37,7
02H,41,5
02H,63,6
14L,288,4
14L,39,3
14L,34,6
00Q,43,2
00Q,126,4
00Q,450,3
00R,49,7
01A,27,2
01E,31,15
01K,47,1
01K,184,4
02G,33,6
02G,140,7
02G,63,1
02G,74,6
02M,51,3
02M,9,19
02M,31,5
02M,124,1
01F,63,1
01F,4,28
01F,23,3
01F,26,3
01F,32,12
01F,161,1
01J,200,1
01V,196,1
01V,72,8
01V,38,5
01X,74,2
01X,72,5
99A,55,1
99A,204,1
99A,72,23
99A,104,1
99A,504,1
99A,39,2
00L,88,1
00L,280,3
00N,18,5
00N,22,2
00P,37,5
00P,180,12
00P,300,3
00P,104,1
00P,41,6
00P,23,6
00P,51,5
00P,13,6
01H,68,12
01H,120,5
13T,51,7
13T,164,4
13T,190,5
13T,45,14
99C,9,20
99C,58,9
02Y,196,8
02Y,76,1
02Y,80,1
02Y,63,2
03D,44,1
03D,58,2
03E,13,7
03F,64,5
03H,51,1
03H,15,4
03H,2,32
03K,90,12
03M,164,1
03M,17,21
03M,38,4
03Q,78,2
03Q,37,3
02P,156,2
02Q,5,22
02Q,2,12
02X,43,2
03N,196,7
02N,19,4
02N,17,8
02N,237,2
02R,33,10
02R,104,1
02T,280,2
02W,11,9
02W,19,2
03A,89,1
03A,66,4
03J,49,4
03J,22,3
03J,87,1
03J,67,1
03R,78,5
03R,300,3
03R,73,2
03R,180,7
03R,63,7
15F,104,6
05A,180,2
05A,336,5
05A,75,8
05A,38,12
05J,70,4
05J,66,5
05J,88,6
05J,63,3
05R,64,4
05T,336,7
06D,25,6
06D,10,19
05C,31,19
05C,76,10
05L,55,3
05Y,59,1
05Y,13,7
05Y,73,3
05Y,336,9
06A,280,5
15E,88,11
15E,400,6
15E,360,4
15E,83,9
15E,110,2
15E,33,8
15E,142,1
04H,75,5
15M,176,3
04K,22,2
04K,54,3
04K,58,7
04K,43,6
04K,38,1
04L,1,17
04M,43,2
04M,29,3
04M,88,7
04N,19,6
04N,49,5
04N,67,1
04N,66,1
15M,93,1
06H,125,2
06H,135,5
06H,83,1
06M,448,4
06V,31,5
06V,57,6
06Y,50,6
07J,26,3
07J,34,1
07K,38,8
07K,75,89
06T,45,11
07H,65,1
99E,240,1
99E,62,6
99E,70,4
99E,336,1
99F,69,2
99G,23,3
99G,43,1
99G,75,5
04F,18,29
04F,73,1
04F,150,4
04G,58,5
04G,840,1
04G,126,9
06F,94,3
06F,300,14
06F,63,4
06K,33,2
06K,260,3
06N,563,1
06P,108,4
06P,39,4
06P,196,8
06P,38,7
06P,48,13
06P,18,3
03T,44,3
03T,76,1
03W,146,1
03W,52,3
04C,40,16
04C,62,2
04C,6,8
04Q,23,3
04Q,48,17
04V,51,5
99D,64,3
04Y,31,1
04Y,26,17
04Y,9,6
04Y,126,4
04Y,13,8
05D,15,5
05G,85,6
05G,400,1
05G,140,14
05G,126,7
05G,54,5
05N,82,1
05Q,75,1
05Q,280,6
05Q,64,7
05V,300,5
05V,500,1
05V,19,3
05W,53,3
05W,128,1
05W,32,14
05W,74,1
05W,22,5
05W,34,4
07L,20,9
07M,176,4
07M,54,3
07M,47,1
07M,68,2
07M,79,1
07M,52,1
07M,37,2
07M,108,5
07R,104,7
07R,18,4
07T,132,5
07T,33,8
07T,61,6
07T,63,5
07X,280,4
07X,560,6
07X,77,2
07X,270,3
08D,64,9
08D,15,2
08D,102,4
08D,336,7
08F,63,2
08H,136,2
08H,276,5
08H,18,10
08H,53,1
08M,77,2
08W,150,5
07P,196,2
07P,81,2
07W,125,5
07W,52,4
07W,22,3
07Y,45,14
07Y,114,1
08C,196,4
08C,54,1
08C,53,1
08C,67,1
08E,75,1
08E,270,8
08E,200,6
08E,45,16
08E,96,8
08G,6,12
08G,43,2
08G,18,6
08G,280,6
08G,36,24
08G,70,10
08Y,135,2
08Y,54,5
08Y,69,1
09A,26,5
07N,392,6
07N,37,6
07Q,63,31
07Q,26,4
07Q,9,9
07Q,38,3
07Q,144,1
07Q,122,1
08A,41,1
08A,20,12
08J,200,13
08J,20,10
08J,5,5
08L,136,7
08L,61,6
08P,270,1
08P,256,3
08P,70,13
08Q,49,4
08R,70,2
08R,15,6
08R,98,5
08T,45,7
08X,74,4
08X,18,9
08X,49,6
08X,95,1
08X,25,1
11M,700,2
11M,78,3
11M,58,8
11M,66,6
12D,25,6
12D,36,4
12D,26,2
12D,39,3
99N,300,7
99N,74,1
99N,96,3
11X,19,5
11X,26,15
11X,82,1
11X,80,8
11X,52,10
15C,43,6
15C,75,14
15C,122,1
15C,105,6
15C,33,6
11N,360,2
15N,62,3
15N,160,11
15N,67,3
15N,178,3
09C,78,1
09J,563,2
09J,66,1
09W,57,2
09W,54,2
09W,17,11
09W,164,8
09W,45,8
10D,37,2
10D,18,6
10D,38,5
10D,72,4
10D,35,7
10E,17,6
09D,344,2
09D,23,4
09D,57,2
09F,11,6
09F,126,6
09F,49,3
09F,26,29
09F,61,6
09G,184,3
09G,73,1
09H,6,3
09H,78,1
09H,94,4
09L,37,2
09L,504,2
09L,96,4
09L,116,3
09N,31,11
09N,55,1
09P,75,27
09P,270,2
09X,210,6
09Y,184,3
09Y,53,6
09Y,66,6
09Y,44,6
09Y,22,8
99H,13,7
99K,74,2
10Q,41,2
14Y,45,6
14Y,61,6
14Y,62,12
15A,29,1
15A,105,1
15A,240,2
15A,38,4
15A,196,7
15D,336,6
15D,126,19
15D,156,2
10J,164,1
10K,17,6
10K,66,3
10K,40,4
10K,80,15
10K,76,3
10L,80,1
10L,64,5
10R,62,4
10R,32,6
10R,108,4
10V,80,7
10V,63,6
10X,29,5
10X,26,2
11A,66,1
11A,75,12
11J,184,12
11J,124,4
11J,88,6
11J,41,5
11J,74,4
99M,48,1
99M,29,1
01C,75,4
01C,98,6
01R,44,9
01R,45,5
02E,22,6
12F,33,9
12F,27,4
12F,280,7
00C,37,1
00C,35,8
00D,1225,2
00K,41,11
00K,82,1
00M,69,1
00T,37,3
00V,144,2
00V,196,6
00Y,33,1
00Y,41,2
00Y,210,1
01D,228,1
01G,46,3
01G,17,13
01G,49,6
01W,62,1
01Y,38,8
02A,128,1
02A,43,2
02A,26,5
02H,17,16
02H,33,6
02H,280,3
02H,164,8
00R,91,3
01A,61,1
02G,62,1
02M,63,5
02M,336,1
01F,74,1
01F,81,1
01F,6,7
01J,44,3
01T,336,6
01T,17,6
01V,62,3
01V,39,1
01X,41,4
99A,77,9
00N,126,7
00N,150,3
00P,110,1
00P,280,3
00P,256,1
01H,200,9
13T,184,5
02Y,700,2
02Y,150,3
03M,300,4
03M,224,4
02Q,46,1
02X,80,6
03L,93,2
02N,13,4
02N,176,3
02N,116,1
02N,54,4
02R,126,6
02T,62,3
02W,126,1
03A,128,7
03A,280,5
03J,33,2
03R,41,3
03R,81,1
15F,144,1
05F,6,7
05F,156,1
05F,23,2
05H,72,1
05J,67,1
05R,23,10
05R,52,2
05T,23,3
06D,8,9
06D,9,5
06D,200,4
05C,102,3
05C,104,3
05C,132,5
05L,162,2
05Y,75,4
06A,80,7
06A,51,3
15E,52,3
15E,78,1
15E,164,9
04K,63,7
04L,120,10
04L,23,8
04M,13,5
04M,11,6
04N,46,2
04N,140,9
15M,840,1
15M,156,3
15M,69,3
06L,79,1
06M,106,3
06W,46,4
06W,26,3
06Y,45,8
07J,49,2
07J,448,1
07K,22,8
07K,47,1
06Q,31,8
06T,49,3
07H,74,1
07H,160,3
99E,130,4
99E,280,4
99F,73,1
99G,68,2
03V,48,1
03V,6,4
04F,567,2
04F,34,2
04F,58,2
04G,55,2
04G,63,1
06F,19,6
06K,98,3
06K,46,2
06N,66,6
06N,556,1
06P,400,1
03W,113,6
03W,65,1
04Q,18,4
99D,2,12
99D,36,4
04Y,27,18
04Y,23,8
05D,63,2
05G,31,3
05G,81,2
05G,108,2
05G,196,8
05G,6,18
05N,500,7
05N,91,2
05N,80,7
05N,150,9
05Q,46,2
05V,27,3
05V,61,2
07L,360,2
07L,82,1
07M,118,1
07M,65,5
07R,132,4
07R,300,4
07R,249,3
07R,164,1
07R,98,10
07X,336,3
08H,182,1
08M,108,1
08N,116,2
08V,17,3
08W,300,9
07P,31,3
07W,55,1
07Y,125,1
07Y,77,5
07Y,88,6
07Y,128,3
07Y,17,3
07Y,18,6
08C,13,5
08C,250,3
08E,280,5
08Y,50,4
08Y,116,6
09A,18,1
07N,31,1
07Q,23,5
07Q,52,1
07V,45,5
08K,116,8
08L,156,2
08P,19,5
08Q,31,3
08Q,91,1
08Q,77,2
08Q,336,9
08Q,182,3
08R,63,8
08R,25,6
08R,96,4
08R,840,1
08X,164,4
11E,19,1
11E,108,2
11M,39,3
11M,144,7
12D,43,1
12D,184,1
15C,71,1
11N,61,2
11N,154,4
15N,250,1
09E,47,1
09J,12,34
09W,360,11
10A,152,6
10A,61,2
10E,33,2
10E,37,3
99J,400,2
09D,76,5
09F,23,3
09G,39,5
09H,18,2
09H,170,4
09L,280,3
09L,38,4
09L,93,2
09L,46,1
09P,135,8
09X,85,2
09X,39,2
09Y,210,7
09Y,216,8
09Y,105,1
09Y,25,6
10C,15,3
10C,51,1
99K,47,5
99K,86,4
14Y,64,3
15A,51,1
15D,73,5
15D,256,1
10J,128,4
10K,109,2
10K,58,2
10K,26,4
10K,51,3
10K,64,4
10L,448,3
10L,48,6
10R,140,7
10R,97,1
10V,44,5
10V,184,4
10V,2,27
10V,43,1
10X,150,9
11A,182,3
11A,79,2
11A,89,1
11J,672,1
11J,62,1
99M,19,2
02D,196,1
02E,58,3
02E,116,3
02F,87,1
12F,43,1
00C,51,1
00C,43,1
00D,54,1
00D,62,1
00D,164,4
00J,59,2
00J,67,2
00J,52,3
00M,91,5
00T,34,7
00T,26,8
01D,33,2
01W,66,3
01Y,86,1
02H,83,1
14L,61,2
00X,53,1
02G,64,1
02G,132,2
02G,160,1
02M,36,8
02M,34,4
01J,39,1
01V,54,1
01V,27,1
01X,94,2
01X,96,1
01X,45,3
99A,91,4
00P,240,2
01H,117,1
01H,37,5
99C,65,1
99C,78,1
02Y,43,3
02Y,138,2
03D,52,5
03E,31,3
03F,34,2
03K,282,2
03K,78,1
03K,58,1
03Q,17,4
03Q,26,4
03Q,840,3
02P,38,4
02Q,38,2
02X,336,5
03L,840,2
02R,71,3
02R,74,2
02R,78,1
02T,54,2
02T,49,4
02W,54,2
03J,48,5
03J,13,3
03R,67,1
03R,44,6
03R,71,1
03R,51,3
05F,364,4
05H,200,9
05J,144,3
05R,280,3
05R,33,3
05R,29,3
05C,145,1
05L,22,5
05Y,66,3
06A,45,1
15E,480,3
04E,57,2
04K,152,1
04K,280,3
04L,840,2
04L,126,5
04L,176,2
04M,53,1
04M,31,1
04N,48,6
15M,169,1
15M,76,6
06H,27,9
06L,86,4
06V,25,3
06Y,54,2
06Q,55,3
07H,54,1
07H,34,2
99E,300,11
99E,82,1
99E,51,3
99E,150,2
99E,226,2
99F,237,1
99F,47,1
99G,39,3
04G,164,1
06F,116,1
06F,74,2
06N,31,2
06P,184,2
06P,70,6
06P,85,4
06P,55,3
03T,98,2
03W,37,4
04C,79,1
04D,25,1
04D,44,1
04D,32,4
04Q,27,5
04V,61,1
04V,25,8
99D,196,10
04Y,64,1
04Y,43,1
05G,59,1
05N,108,1
05X,97,1
05X,210,1
05X,500,3
07L,1000,2
07L,336,5
07X,74,1
08D,35,8
08F,22,1
08H,11,13
08H,5,5
08H,127,1
08M,51,1
08M,130,4
08M,81,1
08N,15,8
08N,280,7
08N,128,6
07W,19,5
07W,163,4
07W,94,1
07Y,294,1
08C,80,2
08C,223,1
08C,256,1
08G,13,6
09A,364,3
09A,96,2
07N,38,3
07Q,22,2
07Q,184,2
07V,175,1
07V,33,1
07V,122,1
08A,91,1
08J,25,7
08J,31,1
08K,15,1
08K,86,1
08K,58,2
08L,13,3
08P,64,2
08P,51,2
08Q,44,2
08Q,47,3
08Q,81,1
08Q,198,1
08R,108,1
08T,126,1
08T,48,3
08T,49,2
08T,39,1
11E,49,3
11E,54,1
11E,44,2
11M,184,1
11M,350,4
12D,76,1
12D,55,2
12D,1568,1
99N,104,2
11X,116,1
11X,94,2
11N,33,5
11N,264,1
11N,68,3
15N,392,3
09C,252,8
09W,31,1
10D,11,7
10E,46,3
99J,88,1
09D,89,2
09F,33,3
09F,46,2
09F,144,1
09F,19,6
09G,74,3
09G,428,1
09H,126,1
09H,26,2
09L,336,1
09L,64,1
09P,130,2
09P,48,2
09P,160,5
09P,280,4
09P,23,6
09X,53,1
09Y,46,3
09Y,360,2
10C,12,8
10C,3,37
99H,54,2
10Q,1000,1
10Q,53,2
14Y,156,2
15A,150,8
15A,58,2
10J,13,2
10K,9,10
10K,43,3
10R,70,17
10X,33,2
11A,132,5
11A,110,3
11A,39,1
11A,108,1
11A,77,3
11J,61,2
11J,160,2
99M,17,8
02E,288,1
02E,114,1
02E,80,1
02F,80,4
12F,104,5
00J,27,1
00K,65,1
00K,83,4
00K,250,2
00M,80,2
00M,500,1
00M,38,6
00Y,17,8
01D,93,2
01D,29,2
01G,250,2
01G,79,1
01W,65,1
01W,27,4
01W,98,5
01Y,144,1
02H,98,2
00R,27,3
01A,51,2
02G,37,6
01F,120,6
01J,26,3
01T,98,1
01V,63,1
01V,156,1
01X,37,5
00L,68,4
00P,64,2
00P,27,1
00P,78,1
01H,105,1
02Y,240,3
02Y,184,2
03F,70,5
03H,23,4
03H,26,6
03H,80,1
03K,27,5
03K,65,1
03M,75,1
02Q,400,1
03L,19,4
02N,27,5
02R,186,1
02R,62,3
02T,36,11
02W,200,1
03A,105,1
03J,180,2
05A,240,2
05T,75,1
05T,238,1
05C,81,1
05C,71,2
06A,115,2
06A,36,3
04E,224,1
04E,180,1
04E,252,2
04H,55,1
04M,47,1
04M,38,2
04N,62,3
04N,45,2
15M,91,5
06M,400,1
06V,62,1
06Q,270,1
06Q,119,1
06T,105,1
06T,74,2
07H,57,4
06K,39,4
06K,840,1
06N,46,4
03T,102,2
03W,43,4
03W,53,2
04C,135,1
04C,107,1
04C,88,2
99D,13,3
04Y,77,1
05Q,250,4
05Q,186,2
05W,36,3
05X,44,4
07L,68,4
07R,13,1
07R,160,1
08D,49,4
08M,80,1
08V,61,1
08W,31,1
07P,58,1
07W,13,5
07W,500,2
07W,68,1
07Y,280,2
07Y,504,1
07Y,29,1
08C,39,1
08C,55,2
08C,244,1
09A,75,6
07N,44,1
07Q,27,1
07Q,33,3
07Q,88,4
07Q,65,3
08A,196,4
08A,94,4
08A,150,2
08J,50,1
08J,51,1
08K,476,1
08K,51,1
08L,108,1
08R,672,1
08T,22,2
08X,13,4
11E,34,1
11M,75,1
11M,250,1
12D,87,1
99N,65,3
