pct,quantity_per_item,items
15C,100,3101
15C,200,181
15C,80,40
15C,10,381
15C,300,43
15C,37,13
15C,252,191
15C,15,57
15C,12,343
15C,448,7
15C,336,51
15C,35,133
15C,50,67
15C,8,275
15C,63,59
15C,9,128
15C,36,55
15C,126,40
15C,72,50
15C,65,12
15C,92,2
15C,119,4
15C,67,3
15C,31,26
15C,280,60
15C,150,32
15C,88,9
15C,98,9
15C,96,37
15C,48,31
15C,164,11
15C,94,10
11N,84,31822
11N,21,473
11N,12,676
11N,22,10
11N,15,74
11N,70,68
11N,58,4
11N,90,191
11N,92,15
11N,29,16
11N,9,71
11N,17,38
11N,180,10
11N,6,72
11N,280,13
11N,208,3
11N,98,14
11N,150,11
11N,55,2
15N,14,24043
15N,28,2041986
15N,56,1051318
15N,112,18404
15N,21,1655
15N,31,67
15N,47,10
15N,84,53307
15N,40,209
15N,60,1739
15N,61,6
15N,42,1980
15N,120,247
15N,50,48
15N,32,218
15N,6,259
15N,90,321
15N,15,104
15N,20,421
15N,88,8
15N,36,143
15N,18,103
15N,52,25
15N,63,32
15N,9,101
15N,126,52
15N,77,6
15N,43,9
15N,41,13
15N,93,5
15N,55,15
15N,75,35
15N,33,28
15N,45,39
15N,92,2
15N,17,63
15N,144,13
09C,26,6
09C,7,10704
09C,30,268
09C,14,928
09C,17,10
09C,16,36
09C,18,14
09C,100,143
09C,25,6
09C,65,8
09C,118,13
09C,180,6
09C,196,6
09C,21,51
09C,200,13
09C,3,66
09C,12,18
09C,4,61
09E,112,2537
09E,168,1033
09E,60,474
09E,196,16
09E,7,11947
09E,42,246
09E,20,132
09E,19,11
09E,1,89
09E,90,112
09E,140,52
09E,100,169
09E,300,10
09E,96,17
09E,8,80
09E,87,1
09E,70,30
09E,180,17
09E,126,12
09E,50,18
09J,56,289232
09J,30,353
09J,14,5284
09J,42,131
09J,21,506
09J,3,58
09J,4,648
09J,336,10
09J,120,56
09J,184,11
09J,224,53
09J,24,22
09J,88,15
09J,72,28
09J,252,27
09J,39,2
09J,96,1
09W,56,233157
09W,112,3371
09W,14,4856
09W,30,542
09W,90,304
09W,168,656
09W,38,16
09W,24,25
09W,32,4
09W,126,7
09W,16,66
09W,40,39
09W,55,6
09W,33,8
09W,20,52
09W,86,4
09W,22,4
09W,140,9
09W,6,23
10A,28,227391
10A,56,215801
10A,112,3579
10A,90,239
10A,42,256
10A,8,178
10A,98,14
10A,18,12
10A,164,7
10A,180,15
10A,10,51
10A,11,16
10A,72,54
10A,2,31
10A,9,42
10A,36,58
10A,120,28
10A,6,13
10D,84,3654
10D,112,1954
10D,60,192
10D,100,262
10D,90,69
10D,280,12
10D,14,1305
10D,180,31
10D,224,23
10D,24,22
10D,27,1
10D,2,181
10D,10,12
10D,1,17
10D,32,25
10D,58,6
10E,112,1227
10E,12,51
10E,100,184
10E,200,27
10E,18,16
10E,35,52
10E,20,122
10E,40,99
10E,39,12
10E,140,29
10E,5,58
10E,13,8
10E,21,130
10E,24,25
10E,48,50
99J,56,187150
99J,112,3027
99J,90,171
99J,12,547
99J,100,1325
99J,224,44
99J,3,724
99J,22,18
99J,5,202
99J,37,5
99J,120,50
99J,252,45
99J,63,7
99J,70,95
99J,25,90
99J,45,18
99J,36,146
99J,44,18
99J,24,89
99J,13,29
99J,68,13
99J,98,22
99J,133,1
99J,35,55
99J,48,85
99J,6,130
99J,2,138
99J,1,419
99J,64,29
99J,80,13
99J,72,19
99J,43,2
99J,15,50
99J,9,31
99J,85,2
09D,7,212971
09D,56,178362
09D,112,3820
09D,4,1312
09D,25,4
09D,42,693
09D,100,876
09D,1,4183
09D,30,289
09D,2,506
09D,3,898
09D,126,77
09D,300,7
09D,180,24
09D,22,8
09D,10,83
09D,68,2
09D,224,67
09D,276,4
09D,336,22
09D,16,85
09D,120,24
09D,8,44
09D,45,39
09D,152,4
09D,135,4
09D,132,4
09D,182,25
09D,270,11
09D,36,18
09F,56,220801
09F,84,14310
09F,60,324
09F,112,3200
09F,40,36
09F,21,256
09F,90,129
09F,9,40
09F,20,59
09F,42,292
09F,24,41
09F,200,69
09F,35,47
09F,17,14
09F,2,417
09F,18,21
09F,44,11
09F,64,2
09F,3,262
09F,25,12
09F,52,2
09F,72,8
09G,7,160906
09G,84,25251
09G,112,9273
09G,3,342
09G,4,896
09G,30,336
09G,45,28
09G,5,57
09G,280,25
09G,55,32
09G,34,5
09G,23,13
09G,2,48
09G,50,24
09G,17,20
09G,51,6
09G,38,2
09G,22,7
09G,72,14
09G,96,7
09H,7,38266
09H,28,169276
09H,14,1784
09H,112,1613
09H,252,50
09H,280,9
09H,36,22
09H,4,171
09H,45,16
09H,63,17
09H,98,15
09H,12,51
09H,120,22
09H,102,3
09H,256,4
09H,140,11
09L,112,4304
09L,84,17565
09L,7,53885
09L,120,55
09L,90,188
09L,60,407
09L,100,1107
09L,140,30
09L,224,37
09L,128,4
09L,4,426
09L,17,5
09L,35,18
09L,30,41
09L,58,4
09L,27,1
09L,11,8
09L,16,25
09L,8,96
09L,20,21
09L,300,6
09N,56,160995
09N,84,22587
09N,7,30020
09N,112,2575
09N,100,1028
09N,40,33
09N,108,8
09N,6,16
09N,52,8
09N,2,17
09N,19,11
09N,37,6
09N,8,119
09N,10,44
09N,128,9
09N,45,11
09P,56,133866
09P,84,17284
09P,7,35683
09P,112,2314
09P,14,3246
09P,30,203
09P,16,113
09P,140,49
09P,90,127
09P,17,7
09P,100,417
09P,3,142
09P,40,35
09P,6,30
09P,52,13
09P,120,13
09P,25,14
09P,44,3
09X,100,1240
09X,252,77
09X,180,9
09X,30,91
09X,12,63
09X,35,25
09X,5,19
09X,13,5
09X,150,7
09X,11,10
09X,360,4
09X,224,30
09X,144,4
09X,48,21
09X,62,18
09Y,14,3255
09Y,100,2422
09Y,60,755
09Y,42,575
09Y,33,29
09Y,52,20
09Y,200,186
09Y,300,71
09Y,50,49
09Y,16,167
09Y,5,145
09Y,120,68
09Y,126,18
09Y,40,152
09Y,34,10
09Y,72,50
09Y,58,13
09Y,12,79
09Y,98,4
09Y,31,15
09Y,64,22
10C,84,17471
10C,7,17273
10C,168,481
10C,112,1107
10C,9,8
10C,43,1
10C,60,92
10C,98,5
10C,90,53
10C,4,28
10C,196,18
10C,270,3
99H,168,1158
99H,180,57
99H,60,614
99H,19,12
99H,55,1
99H,50,25
99H,120,61
99H,17,10
99H,300,21
99H,4,216
99H,104,3
99H,2,25
99H,36,11
99H,252,28
99H,280,19
99H,20,41
99H,58,16
99H,3,62
99H,25,27
99H,43,9
99H,49,14
99H,126,6
99H,98,13
99H,31,13
99K,56,155595
99K,21,269
99K,7,60201
99K,60,274
99K,100,570
99K,50,13
99K,3,194
99K,224,36
99K,38,20
99K,252,15
99K,39,9
99K,54,16
99K,120,5
99K,24,77
99K,51,10
99K,80,9
99K,140,26
99K,45,8
99K,31,3
10Q,7,320521
10Q,14,11406
10Q,10,254
10Q,1,155
10Q,30,520
10Q,9,97
10Q,252,275
10Q,18,48
10Q,12,250
10Q,104,17
10Q,150,24
10Q,200,225
10Q,120,58
10Q,196,27
10Q,108,4
10Q,58,7
10Q,500,13
10Q,31,23
10Q,6,94
10Q,11,146
10Q,35,112
10Q,210,15
10Q,164,9
10Q,5,190
10Q,98,7
10Q,75,12
14Y,168,1201
14Y,3,55
14Y,100,742
14Y,20,296
14Y,24,56
14Y,32,58
14Y,40,93
14Y,90,162
14Y,13,5
14Y,80,25
14Y,108,7
14Y,180,55
14Y,224,79
14Y,159,1
14Y,63,9
14Y,196,36
14Y,252,21
14Y,17,11
14Y,5,55
14Y,36,34
14Y,48,26
14Y,126,4
14Y,128,16
14Y,29,8
14Y,49,6
15A,56,331682
15A,14,7105
15A,16,223
15A,18,42
15A,7,74678
15A,168,1158
15A,100,938
15A,140,84
15A,72,51
15A,35,22
15A,8,242
15A,11,6
15A,252,11
15A,24,198
15A,200,53
15A,126,13
15A,2,89
15A,6,21
15A,3,28
15A,23,6
15D,84,35046
15D,42,289
15D,46,1
15D,90,578
15D,20,459
15D,200,275
15D,44,29
15D,224,100
15D,32,135
15D,50,32
15D,40,202
15D,45,6
15D,80,28
15D,21,396
15D,3,246
15D,24,242
15D,196,34
15D,11,172
15D,15,37
15D,35,36
15D,13,18
15D,86,8
15D,34,4
10J,7,65496
10J,56,177735
10J,140,60
10J,168,1032
10J,21,641
10J,42,102
10J,94,1
10J,6,9
10J,27,1
10J,300,11
10K,7,35720
10K,112,9789
10K,336,7
10K,10,33
10K,25,9
10K,90,126
10K,60,572
10K,33,10
10K,150,8
10K,224,91
10K,300,18
10K,180,24
10K,4,186
10K,171,12
10K,30,83
10K,32,18
10K,3,143
10K,18,5
10K,20,7
10K,37,3
10K,119,2
10L,7,43886
10L,56,130188
10L,4,360
10L,36,80
10L,1,379
10L,50,17
10L,126,14
10L,16,176
10L,180,16
10L,18,11
10L,24,42
10L,5,32
10L,39,2
10L,44,35
10R,14,7006
10R,56,168781
10R,168,2714
10R,4,82
10R,60,410
10R,90,143
10R,100,570
10R,200,126
10R,42,199
10R,224,82
10R,30,163
10R,44,4
10R,262,4
10R,156,2
10R,5,26
10R,50,6
10R,256,5
10R,300,10
10R,8,23
10R,128,4
10R,19,5
10R,49,10
10R,25,2
10R,36,8
10R,82,1
10R,38,1
10V,14,2975
10V,84,29796
10V,42,265
10V,224,100
10V,50,15
10V,47,3
10V,36,56
10V,140,53
10V,29,2
10V,200,117
10V,65,3
10V,120,62
10V,70,17
10V,26,9
10V,300,12
10V,90,198
10V,38,2
10V,24,24
10V,1,446
10V,58,12
10V,53,2
10V,9,6
10V,15,21
10V,27,4
10V,164,7
10X,28,204742
10X,168,1806
10X,100,316
10X,112,5472
10X,42,292
10X,88,12
10X,4,86
10X,19,10
10X,280,3
10X,72,32
10X,75,7
10X,156,7
10X,10,93
10X,41,10
10X,8,40
10X,17,11
10X,15,21
10X,180,29
10X,128,5
11A,28,704035
11A,168,3119
11A,16,151
11A,31,7
11A,252,212
11A,50,28
11A,128,6
11A,180,86
11A,6,47
11A,2,187
11A,24,35
11A,44,26
11A,88,4
11A,200,158
11A,196,34
11A,65,6
11A,120,32
11A,4,499
11A,8,136
11A,52,24
11A,35,37
11A,29,6
11A,17,13
11A,25,71
11A,150,13
11A,210,13
11A,135,3
11A,158,4
11J,4,1040
11J,12,131
11J,108,1
11J,15,79
11J,32,71
11J,90,254
11J,20,430
11J,5,92
11J,18,56
11J,45,24
11J,24,134
11J,64,14
11J,57,16
11J,252,110
11J,138,5
11J,336,23
11J,70,33
11J,11,30
11J,80,16
11J,6,68
11J,68,14
11J,130,1
11J,504,3
11J,17,28
11J,46,4
11J,22,21
99M,7,46749
99M,168,777
99M,14,2584
99M,1,624
99M,42,316
99M,10,39
99M,224,26
99M,180,16
99M,156,1
01R,17,13
02D,75,1
02D,3,78
02E,38,3
02E,224,35
02E,66,1
02F,126,7
02F,48,15
02F,51,4
02F,78,2
12F,200,18
12F,17,24
12F,66,1
12F,37,9
00C,55,3
00C,34,3
00D,72,10
00D,135,1
00D,68,8
00D,27,1
00J,13,17
00J,18,18
00J,82,7
00K,29,27
00K,120,13
00K,64,5
00M,96,6
00M,23,15
00T,25,8
00T,57,6
00T,65,5
00T,280,3
00T,51,1
00V,51,1
00V,29,11
00V,24,27
00V,326,8
00V,38,2
00V,9,10
00Y,94,2
00Y,45,5
01D,18,16
01D,59,2
01D,75,10
01G,336,14
01G,280,5
01W,33,10
01W,200,31
01W,300,4
01Y,364,8
01Y,65,3
01Y,61,2
01Y,66,3
01Y,9,18
02A,63,9
02A,33,5
02A,45,2
02A,476,1
02H,19,7
02H,39,5
14L,96,3
00Q,19,15
00Q,3,35
00Q,63,16
00Q,13,6
00R,13,9
00R,43,1
00R,140,6
00X,33,2
00X,37,4
01A,66,1
01A,80,22
01A,44,6
01A,150,10
01E,252,21
01E,232,5
01E,45,8
01E,53,8
01E,27,1
01K,49,13
01K,17,43
02G,65,1
02G,52,1
02G,48,17
02G,38,9
02M,180,4
02M,120,4
01F,10,20
01F,200,14
01F,49,5
01F,83,1
01T,22,4
01T,13,4
01T,6,6
01T,46,1
01T,31,8
01T,63,2
01V,25,4
01V,90,17
01V,10,23
01X,27,1
01X,24,27
99A,47,2
99A,31,16
99A,19,17
99A,34,15
00L,132,5
00L,55,5
00L,66,4
00N,164,4
00N,48,5
00N,108,4
00N,23,3
00N,11,8
00N,17,3
00P,120,15
00P,9,13
01H,25,26
13T,43,3
13T,73,5
13T,270,13
13T,65,5
13T,83,12
13T,225,3
99C,47,6
99C,72,12
99C,196,6
99C,136,8
99C,210,4
99C,144,6
02Y,17,16
03D,35,17
03D,124,1
03E,39,1
03E,150,5
03E,92,5
03F,23,20
03F,31,5
03F,18,48
03H,8,39
03H,240,1
03K,45,8
03K,46,2
03K,98,13
03M,196,6
02P,19,7
02P,32,21
02Q,18,27
02Q,22,12
02Q,33,3
02Q,11,16
02Q,37,1
02Q,13,7
02X,75,5
02X,23,9
03L,11,12
03N,27,3
03N,46,5
03N,45,10
03N,130,5
02N,83,2
02R,49,17
02R,93,7
02W,50,1
02W,6,6
03A,184,13
03A,44,5
03A,19,6
03A,96,16
03A,176,4
03A,80,10
03A,86,14
03A,9,7
03J,38,1
03J,1,292
03J,136,10
03R,23,9
03R,85,6
03R,420,5
03R,49,14
15F,38,16
15F,39,15
15F,47,11
15F,116,14
15F,161,1
05A,27,14
05A,52,12
05F,31,2
05F,10,25
05F,18,11
05H,294,2
05H,33,14
05J,48,16
05J,18,3
05J,27,2
05R,92,11
05R,63,5
05T,52,11
05T,17,10
05T,63,6
05T,62,5
06D,51,3
06D,136,7
06D,252,2
05C,58,7
05C,128,3
05C,62,4
05C,45,20
05C,67,1
05L,46,4
05L,63,10
05L,150,13
05L,840,4
05L,25,9
05Y,11,12
05Y,96,4
05Y,50,8
06A,164,8
06A,126,22
15E,184,4
15E,66,14
15E,43,4
15E,294,4
04E,33,5
04E,55,6
04H,35,21
04H,54,1
04H,46,1
04K,39,1
04L,63,3
04M,15,6
04M,19,11
04M,140,13
04M,41,4
04N,224,28
04N,24,22
04N,270,2
15M,181,1
15M,81,2
06H,22,23
06H,23,25
06H,68,2
06H,80,14
06L,11,28
06L,33,9
06L,180,9
06L,23,10
06L,27,8
06M,86,1
06M,54,12
06M,72,7
06V,26,11
06W,15,15
06W,41,3
06W,150,4
06Y,26,9
06Y,240,1
06Y,90,16
06Y,32,13
07J,90,14
07K,120,5
07K,39,1
07K,27,1
07K,108,1
06Q,252,14
06Q,200,12
06Q,130,7
06T,252,35
06T,88,5
06T,160,1
06T,31,6
07G,64,1
07G,86,2
07G,75,4
07H,13,12
07H,80,7
99E,19,3
99F,29,12
99F,26,9
99F,33,3
99F,280,5
99F,57,14
99G,93,5
99G,50,13
99G,144,4
99G,82,4
04F,184,4
04F,144,6
04F,67,1
04G,224,10
04G,17,36
04G,72,12
06F,43,1
06F,17,16
06F,65,2
06F,27,7
06K,38,3
06K,26,20
06K,37,2
06K,23,9
06K,180,19
06K,57,3
06N,176,9
06N,33,6
06N,9,11
06N,39,11
06N,54,2
06N,78,1
06P,27,3
06P,26,8
06P,150,5
03T,26,13
03T,128,1
03T,300,11
03T,125,3
03W,18,9
03W,96,6
03W,6,12
03W,20,20
03W,400,5
03W,22,6
04C,53,9
04C,49,4
04C,72,11
04D,22,6
04D,270,3
04D,240,1
04D,23,7
04D,50,17
04D,200,11
04V,252,16
04V,6,13
04V,44,35
04V,300,6
04V,240,5
99D,784,2
99D,48,8
99D,60,25
04Y,18,5
04Y,96,2
04Y,17,7
05G,47,1
05N,336,7
05N,66,2
05N,400,1
05N,270,11
05Q,2,18
05Q,61,4
05Q,45,5
05Q,96,11
05Q,126,24
05Q,10,18
05Q,17,5
05V,252,16
05V,400,2
05V,80,5
05W,280,6
05X,24,10
05X,80,2
05X,64,6
05X,63,6
05X,47,1
07L,126,3
07M,104,4
07R,65,11
07R,81,1
07R,312,2
07R,63,13
07T,280,3
07T,114,4
07T,336,4
07T,18,5
07T,13,4
07T,38,9
07T,424,3
07X,39,2
07X,67,6
07X,144,5
08D,37,3
08D,6,2
08F,31,11
08F,35,11
08H,192,7
08H,70,9
08H,116,6
08M,31,23
08M,98,9
08M,44,5
08M,72,7
08M,126,7
08N,25,7
08V,70,6
08V,108,10
08V,132,7
08V,18,4
08W,5,12
08W,77,1
08W,78,4
08W,336,8
07P,13,39
07P,80,12
07P,38,4
07P,150,4
07P,44,2
07W,86,11
07W,15,8
07W,23,3
07W,78,4
07Y,110,6
07Y,49,12
07Y,19,4
08C,23,3
08C,300,11
08C,270,5
08C,49,5
08E,19,5
08E,70,26
08E,23,3
08E,180,23
08G,11,38
08G,126,9
08G,140,15
08G,76,5
08G,49,5
08Y,80,11
08Y,82,4
08Y,17,34
08Y,29,10
08Y,18,3
08Y,11,38
09A,32,10
09A,80,20
09A,93,4
07N,74,2
07N,93,5
07N,71,2
07N,75,10
07N,25,6
07N,62,1
07Q,64,10
07Q,59,4
07V,240,5
07V,15,8
07V,150,8
07V,49,8
07V,23,3
07V,160,6
07V,336,7
07V,65,5
07V,184,7
08A,45,16
08A,26,4
08J,1,9
08K,504,9
08K,54,1
08K,24,19
08K,183,1
08P,38,11
08P,34,5
08P,300,10
08P,63,5
08P,181,1
08P,280,4
08P,98,3
08Q,26,2
08Q,23,7
08Q,20,15
08R,336,3
08R,91,2
08R,74,8
08T,252,6
08T,15,7
08T,6,5
08T,120,15
08X,160,3
08X,68,5
08X,456,3
08X,225,1
11E,33,1
11M,33,7
11M,31,13
12D,58,6
12D,66,3
12D,78,3
12D,88,1
99N,57,13
11X,91,8
11X,41,6
11X,68,2
15C,27,24
15C,132,4
15C,128,8
15C,34,10
15C,192,2
15C,270,9
15C,378,3
15C,52,26
11N,19,12
11N,27,10
15N,148,1
15N,23,25
15N,175,2
09C,224,10
09C,240,11
09C,64,12
09C,29,1
09C,184,2
09C,38,1
09C,45,2
09C,24,9
09C,6,11
09E,23,11
09E,11,13
09E,18,20
09E,26,6
09E,38,3
09E,150,8
09J,65,8
09J,49,6
09J,38,5
09J,80,6
09J,16,20
09W,37,4
09W,196,8
09W,11,19
10A,35,20
10A,13,4
10A,128,6
10A,392,11
10A,33,8
10D,63,11
10E,31,11
10E,150,14
10E,52,2
10E,11,7
10E,116,1
99J,105,14
99J,126,31
99J,196,10
99J,19,6
09D,52,3
09D,72,15
09D,63,7
09D,160,8
09D,504,6
09F,96,7
09F,156,9
09F,164,13
09F,65,3
09G,118,2
09G,132,4
09H,13,3
09H,336,6
09H,156,2
09H,312,2
09L,132,3
09L,23,5
09L,70,16
09N,364,5
09N,18,24
09N,120,19
09N,22,6
09N,196,13
09N,180,17
09P,46,2
09P,9,8
09P,13,8
09P,19,3
09X,44,3
09X,46,2
09X,22,9
09X,400,3
09X,65,1
09X,128,10
09X,196,7
09X,57,5
09X,326,4
09X,29,6
09X,34,3
09Y,51,3
09Y,196,12
10C,38,4
10C,17,2
10C,13,11
10C,25,4
10C,148,2
99H,105,1
99H,164,2
99H,51,6
99H,72,4
99H,35,26
99H,6,23
99H,74,7
99K,34,7
99K,52,12
10Q,23,13
10Q,270,11
14Y,9,13
14Y,19,8
14Y,98,5
14Y,27,2
14Y,37,4
15A,65,6
15A,46,11
15D,17,8
15D,448,5
15D,51,1
15D,70,26
10K,6,24
10K,23,4
10K,38,2
10K,15,15
10K,12,8
10K,11,7
10L,40,25
10L,82,4
10R,6,13
10R,92,4
10R,150,3
10R,47,1
10R,69,1
10R,41,2
10V,31,8
10V,51,2
10V,83,4
10V,48,10
10X,3,34
10X,5,38
10X,2,18
11A,33,6
11A,96,1
11A,62,3
11A,13,10
11A,15,19
11A,240,3
11J,71,2
11J,77,3
99M,26,7
99M,44,3
99M,11,69
99M,18,6
99M,120,40
99M,70,7
99M,252,27
99M,336,2
99M,500,8
99M,128,9
01C,65,1
01C,59,1
01C,88,15
01C,70,10
01R,98,9
02D,280,4
02F,23,10
02F,240,7
02F,54,3
02F,58,6
12F,41,3
12F,240,7
12F,19,14
00C,70,4
00C,224,7
00C,180,7
00C,32,3
00C,52,1
00C,170,10
00D,336,2
00D,49,10
00D,33,2
00J,71,1
00J,45,1
00J,150,6
00J,94,3
00K,70,16
00K,62,1
00M,45,2
00M,44,6
00M,26,14
00M,150,8
00M,39,4
00M,54,4
00M,66,4
00T,448,1
00T,59,1
00V,19,11
00Y,9,8
00Y,19,7
01D,47,1
01D,256,6
01D,22,3
01D,64,9
01D,92,1
01G,39,3
01W,92,1
01W,49,10
01Y,101,3
01Y,136,4
02A,13,7
02A,34,17
02A,334,1
02A,158,1
02H,196,6
02H,47,4
14L,41,1
00Q,81,1
00Q,65,1
00X,17,11
01A,62,7
01A,26,11
01A,196,7
01A,103,1
01E,280,3
01E,23,9
01K,65,2
01K,52,16
02G,200,15
02M,49,1
01F,41,1
01F,88,6
01F,128,4
01J,47,1
01J,98,1
01J,13,9
01J,80,4
01T,58,1
01V,50,13
01V,33,6
01X,22,7
01X,47,6
99A,27,2
99A,37,6
99A,43,2
99A,63,3
00L,72,10
00L,65,4
00N,180,8
00N,45,10
00P,264,4
00P,66,4
00P,160,2
01H,180,5
01H,75,6
13T,26,19
13T,336,7
13T,98,9
13T,288,5
13T,57,4
13T,132,4
99C,500,2
02Y,55,1
02Y,57,3
03D,31,2
03D,26,1
03D,224,1
03D,70,6
03E,17,7
03E,51,4
03F,83,6
03F,68,5
03F,43,2
03F,38,12
03H,16,24
03H,54,2
03H,126,6
03H,75,5
03K,784,5
03K,23,8
03K,25,4
03K,252,2
03K,9,6
03K,34,1
03K,116,5
03M,128,5
03M,6,4
03M,26,2
02P,228,1
02P,105,5
02P,128,6
02Q,63,3
02Q,27,1
02X,33,14
03L,31,2
03N,41,2
03N,282,1
02N,36,6
02N,44,2
02W,3,6
02R,200,11
02R,48,10
02R,256,1
02R,76,2
02R,13,15
02T,77,4
02W,476,2
02W,2,8
03A,156,15
03A,64,6
03A,20,17
03A,63,6
03A,57,12
03J,83,8
03J,29,3
03J,63,5
03J,64,6
03J,96,5
03R,24,9
03R,17,12
05A,45,11
05A,62,2
05F,9,1
05F,15,5
05F,11,7
05J,15,12
05J,49,9
05J,51,5
05J,9,6
05J,13,5
05T,26,2
05T,29,3
06D,330,4
06D,120,5
05C,232,2
05C,59,2
05C,186,6
05L,61,6
05L,57,4
05L,68,1
05Y,77,3
05Y,64,6
05Y,91,2
05Y,52,6
06A,18,4
06A,23,4
15M,79,4
04E,38,2
04E,11,11
04H,70,9
04H,9,9
15M,75,12
15M,59,3
04K,128,2
04L,15,6
04L,240,2
04L,62,13
04M,180,5
04N,18,8
04N,23,4
04N,75,13
06H,26,22
06H,78,2
06H,82,4
06H,86,4
06H,87,1
06H,37,2
06H,43,7
06H,96,6
06L,225,3
06V,17,7
06V,23,9
06V,19,2
06W,55,7
06W,70,10
06Y,128,3
06Y,67,1
07K,25,7
07K,86,3
06Q,300,4
06Q,43,3
06Q,46,2
07G,120,6
07G,6,3
07G,48,7
07H,23,6
07H,70,9
07H,125,2
99E,166,1
99E,114,1
99F,25,8
99F,196,8
99F,270,2
99F,62,4
99F,75,1
99F,80,6
99G,25,8
99G,180,7
03V,37,1
03V,9,3
04F,400,2
04G,120,12
06F,29,12
06F,34,6
06N,124,1
06N,210,3
06N,75,9
06P,82,1
06P,75,4
06P,64,15
03W,156,2
03W,92,3
03W,75,13
03W,38,6
04C,128,1
04C,77,3
04C,2,16
04D,13,2
04D,336,4
04Q,9,25
04Q,72,5
04V,34,7
04Y,22,9
04Y,6,13
04Y,232,3
04Y,20,8
05D,23,9
05D,18,4
05G,22,3
05G,19,5
05N,102,3
05N,72,12
05Q,53,1
05Q,70,8
05Q,35,41
05V,15,1
05V,17,3
05V,38,4
05X,29,1
05X,41,4
05X,184,2
07M,31,3
07R,91,1
07R,176,4
07R,22,1
07R,25,17
07T,20,11
07X,49,12
08D,63,5
08F,25,9
08F,37,1
08F,73,1
08H,270,4
08M,66,2
08N,96,6
08V,75,1
08V,64,8
08W,57,2
08W,72,5
08W,25,3
08W,34,1
08W,9,3
07P,280,10
07W,284,1
07W,160,2
07Y,83,5
08C,33,3
08C,65,4
08C,86,16
08C,29,2
08E,6,10
08E,55,1
08G,96,4
08G,80,13
08Y,23,1
08Y,81,1
08Y,49,4
08Y,70,9
08Y,44,7
08Y,186,3
09A,82,4
09A,300,8
09A,77,1
09A,91,1
07N,280,6
07N,39,3
07N,67,1
07N,64,11
07N,58,5
07Q,43,2
07Q,18,8
07Q,116,1
07V,364,2
07V,86,4
07V,58,25
08J,36,5
08J,61,1
08J,17,4
08K,74,2
08K,45,6
08L,9,6
08L,36,12
08L,25,6
08P,76,2
08Q,41,2
08Q,67,5
08R,36,5
08X,77,2
08X,98,1
08X,96,8
11E,238,3
11M,53,6
11M,57,6
11M,34,10
11M,41,3
12D,23,4
99N,99,1
99N,150,7
99N,61,7
99N,86,2
11X,50,15
15C,59,4
15C,66,5
15C,86,6
11N,162,11
11N,31,13
11N,66,1
15N,46,26
15N,113,2
15N,53,10
15N,37,11
09C,33,1
09C,72,11
09C,34,1
09C,160,6
09E,200,33
09E,64,13
09E,72,5
09E,98,7
09J,26,7
09J,44,2
09J,68,5
09W,19,3
10D,96,1
10D,4,30
10D,20,6
10E,44,3
10E,45,9
10E,91,6
99J,150,4
99J,75,2
09D,96,5
09D,108,8
09D,116,2
09F,38,3
09F,75,3
09G,46,6
09H,3,43
09L,254,1
09L,108,2
09L,19,5
09N,476,3
09N,29,2
09N,72,4
09P,61,1
09X,17,8
09X,26,2
09X,19,4
09X,18,3
09X,43,2
09Y,225,1
09Y,38,13
09Y,94,3
10C,46,2
10C,41,1
10C,5,7
10C,49,6
99H,88,3
99H,91,1
99K,6,18
99K,72,11
99K,68,1
99K,41,8
10Q,45,4
10Q,76,2
10Q,250,4
14Y,65,3
14Y,300,15
14Y,194,7
14Y,31,10
15A,25,2
15A,214,1
15D,96,3
10K,62,1
10L,240,4
10L,34,4
10L,144,1
10R,72,2
10R,45,1
10V,34,6
10V,101,1
10V,102,2
10X,83,5
10X,11,13
10X,6,17
10X,82,3
10X,54,1
10X,240,3
10X,360,3
11A,54,2
11A,154,1
11J,48,9
11J,104,3
99M,66,3
01C,34,1
01R,300,4
01R,65,1
02E,51,3
12F,62,7
12F,54,4
00C,9,8
00C,45,1
00D,98,2
00J,88,5
00J,49,4
00K,242,5
00M,141,1
00M,88,11
00M,86,4
00V,49,3
01D,52,2
01D,96,1
01D,86,1
01D,31,3
01G,51,1
02A,80,1
02A,330,2
14L,336,7
14L,420,1
14L,58,2
00Q,47,2
00R,184,2
00R,200,9
00X,144,5
01E,64,1
01K,64,3
01K,196,2
02G,165,1
02M,50,9
01F,79,1
01T,126,8
01T,140,3
01X,31,3
01X,39,4
99A,300,2
99A,41,2
99A,78,2
00N,88,1
00N,13,2
00P,39,3
00P,19,6
00P,47,1
01H,61,1
13T,128,5
02Y,336,1
03E,180,2
03E,96,3
03F,186,6
03F,19,6
03Q,49,3
03Q,500,3
02P,45,2
02P,80,12
02P,164,6
02P,33,8
02P,27,3
02P,300,2
02X,164,1
03L,76,6
03N,43,3
03N,65,1
02T,47,1
02T,144,1
02T,184,3
02W,1,61
02W,86,2
02W,44,2
03A,53,3
03R,83,12
03R,68,4
03R,53,1
03R,59,3
15F,82,4
15F,97,1
05A,65,1
05F,47,1
05H,350,1
05H,336,2
05J,39,2
05J,140,20
05J,148,1
05R,105,1
05R,196,6
05T,25,1
06D,50,1
06D,31,5
06D,6,6
05C,308,1
05C,80,8
05L,39,1
05Y,53,5
05Y,47,2
06A,57,4
15E,340,3
04E,50,5
04K,65,6
04K,83,4
04L,55,4
